,market_comparison,Shift,Correlation
204,binance-futures/ETHUSDT - gate-io/ETH_USDT,20,-0.002196061311260674
205,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-20,0.00350603557656704
206,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-19,-0.012463201084423203
207,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-18,-0.011627128166275197
208,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-17,-0.0022580267719469116
209,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-16,-0.008092943324985096
210,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-15,0.004414021752700826
211,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-14,0.007653145402644537
212,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-13,-0.007527126321494683
213,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-12,0.0035241912374819103
214,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-11,0.01172367527130502
215,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-10,0.01729219284233548
216,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-9,-0.010283387285210374
217,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-8,-0.0178554203710399
218,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-7,0.008039845556506406
219,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-6,-0.021643644851452405
220,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-5,-0.023144538234357734
221,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-4,0.0006793333172505573
222,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-3,0.0011207601351249674
223,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-2,-0.03191998601571352
224,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,-1,0.18477588165325448
225,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,0,0.9873527314840802
226,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,1,0.17447493154710478
227,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,2,-0.030400461271427523
228,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,3,0.0029664543349915834
229,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,4,0.0022850469016180053
230,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,5,-0.019779270660857676
231,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,6,-0.02588675075887879
232,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,7,0.009287219757994345
233,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,8,-0.01909872532726332
234,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,9,-0.010969815257453316
235,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,10,0.015688556336804403
236,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,11,0.014829534492464522
237,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,12,0.00038278599762729367
238,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,13,-0.00585278171623889
239,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,14,0.003169791427009524
240,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,15,0.006687750323653778
241,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,16,-0.009852326858557286
242,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,17,0.0017893429338474518
243,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,18,-0.01117547342949284
244,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,19,-0.016714921519817825
245,binance-futures/ETHUSDT - okex-swap/ETH-USDT-SWAP,20,0.002341922566391487
246,binance-futures/ETHUSDT - okex/ETH-USDT,-20,0.003149684458633435
247,binance-futures/ETHUSDT - okex/ETH-USDT,-19,-0.010342308405505103
248,binance-futures/ETHUSDT - okex/ETH-USDT,-18,-0.010335343946787713
249,binance-futures/ETHUSDT - okex/ETH-USDT,-17,-0.004870155847376769
250,binance-futures/ETHUSDT - okex/ETH-USDT,-16,-0.00559311870537949
251,binance-futures/ETHUSDT - okex/ETH-USDT,-15,0.005368127815105332
252,binance-futures/ETHUSDT - okex/ETH-USDT,-14,0.004394706528124234
253,binance-futures/ETHUSDT - okex/ETH-USDT,-13,-0.007660918986994708
254,binance-futures/ETHUSDT - okex/ETH-USDT,-12,0.004528319646941436
255,binance-futures/ETHUSDT - okex/ETH-USDT,-11,0.01332256513644873
256,binance-futures/ETHUSDT - okex/ETH-USDT,-10,0.015147182350991415
257,binance-futures/ETHUSDT - okex/ETH-USDT,-9,-0.01289770812986932
258,binance-futures/ETHUSDT - okex/ETH-USDT,-8,-0.01713222283567486
259,binance-futures/ETHUSDT - okex/ETH-USDT,-7,0.01435345312909888
260,binance-futures/ETHUSDT - okex/ETH-USDT,-6,-0.031339099986744334
261,binance-futures/ETHUSDT - okex/ETH-USDT,-5,-0.01909221509756133
262,binance-futures/ETHUSDT - okex/ETH-USDT,-4,0.004689380030540392
263,binance-futures/ETHUSDT - okex/ETH-USDT,-3,-0.0025924608876244167
264,binance-futures/ETHUSDT - okex/ETH-USDT,-2,-0.03041655342725806
265,binance-futures/ETHUSDT - okex/ETH-USDT,-1,0.17326440219837086
266,binance-futures/ETHUSDT - okex/ETH-USDT,0,0.9688150035456092
267,binance-futures/ETHUSDT - okex/ETH-USDT,1,0.18453073139561443
268,binance-futures/ETHUSDT - okex/ETH-USDT,2,-0.025515044285635727
269,binance-futures/ETHUSDT - okex/ETH-USDT,3,0.0016762182739884096
270,binance-futures/ETHUSDT - okex/ETH-USDT,4,0.0054552801211357905
271,binance-futures/ETHUSDT - okex/ETH-USDT,5,-0.022153883493011537
272,binance-futures/ETHUSDT - okex/ETH-USDT,6,-0.02575702531863518
273,binance-futures/ETHUSDT - okex/ETH-USDT,7,0.00904360864971897
274,binance-futures/ETHUSDT - okex/ETH-USDT,8,-0.017351070391044637
275,binance-futures/ETHUSDT - okex/ETH-USDT,9,-0.011559441421820747
276,binance-futures/ETHUSDT - okex/ETH-USDT,10,0.01391235498795245
277,binance-futures/ETHUSDT - okex/ETH-USDT,11,0.014920946871406238
278,binance-futures/ETHUSDT - okex/ETH-USDT,12,0.005716419179676656
279,binance-futures/ETHUSDT - okex/ETH-USDT,13,-0.006336796795494884
280,binance-futures/ETHUSDT - okex/ETH-USDT,14,-0.0017199624450649686
281,binance-futures/ETHUSDT - okex/ETH-USDT,15,0.010633914535567933
282,binance-futures/ETHUSDT - okex/ETH-USDT,16,-0.009354713433383304
283,binance-futures/ETHUSDT - okex/ETH-USDT,17,-0.003975172520164117
284,binance-futures/ETHUSDT - okex/ETH-USDT,18,-0.008666058638407565
285,binance-futures/ETHUSDT - okex/ETH-USDT,19,-0.015596406940104075
286,binance-futures/ETHUSDT - okex/ETH-USDT,20,0.0032011340566958386
287,binance/ETHUSDT - bitstamp/ETHUSD,-20,-0.005808877391030422
288,binance/ETHUSDT - bitstamp/ETHUSD,-19,-0.019349667678597013
289,binance/ETHUSDT - bitstamp/ETHUSD,-18,-0.002175554857533609
290,binance/ETHUSDT - bitstamp/ETHUSD,-17,-0.0031607404442772426
291,binance/ETHUSDT - bitstamp/ETHUSD,-16,-0.014026045779514084
292,binance/ETHUSDT - bitstamp/ETHUSD,-15,0.01263074554093221
293,binance/ETHUSDT - bitstamp/ETHUSD,-14,0.00828772929790622
294,binance/ETHUSDT - bitstamp/ETHUSD,-13,-0.013958073715669771
295,binance/ETHUSDT - bitstamp/ETHUSD,-12,0.01188226209116347
296,binance/ETHUSDT - bitstamp/ETHUSD,-11,0.016500139413864322
297,binance/ETHUSDT - bitstamp/ETHUSD,-10,0.006088034456545379
298,binance/ETHUSDT - bitstamp/ETHUSD,-9,-0.01633237347793728
299,binance/ETHUSDT - bitstamp/ETHUSD,-8,-0.008034989768299765
300,binance/ETHUSDT - bitstamp/ETHUSD,-7,0.018333356030531177
301,binance/ETHUSDT - bitstamp/ETHUSD,-6,-0.032397885717739404
302,binance/ETHUSDT - bitstamp/ETHUSD,-5,-0.013298921705821731
303,binance/ETHUSDT - bitstamp/ETHUSD,-4,0.007065958417495718
304,binance/ETHUSDT - bitstamp/ETHUSD,-3,0.0049107725861547
305,binance/ETHUSDT - bitstamp/ETHUSD,-2,-0.022923807386167488
306,binance/ETHUSDT - bitstamp/ETHUSD,-1,0.1674695012918078
307,binance/ETHUSDT - bitstamp/ETHUSD,0,0.856101583471515
308,binance/ETHUSDT - bitstamp/ETHUSD,1,0.2088658288080911
309,binance/ETHUSDT - bitstamp/ETHUSD,2,-0.00860253982145269
310,binance/ETHUSDT - bitstamp/ETHUSD,3,-0.0009155476771822271
311,binance/ETHUSDT - bitstamp/ETHUSD,4,0.01718359719680828
312,binance/ETHUSDT - bitstamp/ETHUSD,5,-0.01942036573420601
313,binance/ETHUSDT - bitstamp/ETHUSD,6,-0.02319777921388665
314,binance/ETHUSDT - bitstamp/ETHUSD,7,0.009379795351630143
315,binance/ETHUSDT - bitstamp/ETHUSD,8,-0.01102791355950724
316,binance/ETHUSDT - bitstamp/ETHUSD,9,-0.01257775462028285
317,binance/ETHUSDT - bitstamp/ETHUSD,10,0.013205082338761033
318,binance/ETHUSDT - bitstamp/ETHUSD,11,0.025162880519996496
319,binance/ETHUSDT - bitstamp/ETHUSD,12,-0.0038740176292492846
320,binance/ETHUSDT - bitstamp/ETHUSD,13,-0.007082488550296546
321,binance/ETHUSDT - bitstamp/ETHUSD,14,0.013209932611043435
322,binance/ETHUSDT - bitstamp/ETHUSD,15,0.0116215248124184
323,binance/ETHUSDT - bitstamp/ETHUSD,16,-0.01757595620548753
324,binance/ETHUSDT - bitstamp/ETHUSD,17,-0.00041456847818273026
325,binance/ETHUSDT - bitstamp/ETHUSD,18,-0.005104146006131819
326,binance/ETHUSDT - bitstamp/ETHUSD,19,-0.01036712944723979
327,binance/ETHUSDT - bitstamp/ETHUSD,20,-0.004694206808798127
328,binance/ETHUSDT - ftx/ETH-PERP,-20,-0.0008579935259385467
329,binance/ETHUSDT - ftx/ETH-PERP,-19,0.0001281877918927054
330,binance/ETHUSDT - ftx/ETH-PERP,-18,-0.0043427323545076665
331,binance/ETHUSDT - ftx/ETH-PERP,-17,0.001972123509400279
332,binance/ETHUSDT - ftx/ETH-PERP,-16,-0.0012318913381143873
333,binance/ETHUSDT - ftx/ETH-PERP,-15,0.008343030255540812
334,binance/ETHUSDT - ftx/ETH-PERP,-14,-0.0016404916639194455
335,binance/ETHUSDT - ftx/ETH-PERP,-13,-0.007961982955483107
336,binance/ETHUSDT - ftx/ETH-PERP,-12,-0.005883122751604605
337,binance/ETHUSDT - ftx/ETH-PERP,-11,0.013962166854681974
338,binance/ETHUSDT - ftx/ETH-PERP,-10,-0.00838016913503287
339,binance/ETHUSDT - ftx/ETH-PERP,-9,-0.03100801195623953
340,binance/ETHUSDT - ftx/ETH-PERP,-8,-0.019823757863998374
341,binance/ETHUSDT - ftx/ETH-PERP,-7,-0.0003935568732334287
