,market_comparison,Shift,Correlation
307,binance/BTCUSDT - bitstamp/BTCUSD,0,0.847689201031417
308,binance/BTCUSDT - bitstamp/BTCUSD,1,0.22410092869741788
309,binance/BTCUSDT - bitstamp/BTCUSD,2,-0.019887097909102328
310,binance/BTCUSDT - bitstamp/BTCUSD,3,-0.0077682614001945245
311,binance/BTCUSDT - bitstamp/BTCUSD,4,0.012427020856187448
312,binance/BTCUSDT - bitstamp/BTCUSD,5,-0.008372450395341178
313,binance/BTCUSDT - bitstamp/BTCUSD,6,-0.03094116632742976
314,binance/BTCUSDT - bitstamp/BTCUSD,7,0.0019001761706062357
315,binance/BTCUSDT - bitstamp/BTCUSD,8,-0.02436881390778095
316,binance/BTCUSDT - bitstamp/BTCUSD,9,-0.009576119996863641
317,binance/BTCUSDT - bitstamp/BTCUSD,10,0.015078186316323855
318,binance/BTCUSDT - bitstamp/BTCUSD,11,0.02134609917904728
319,binance/BTCUSDT - bitstamp/BTCUSD,12,0.008893091257064705
320,binance/BTCUSDT - bitstamp/BTCUSD,13,-0.012756735388607103
321,binance/BTCUSDT - bitstamp/BTCUSD,14,-0.003912473290582454
322,binance/BTCUSDT - bitstamp/BTCUSD,15,0.01285613141259715
323,binance/BTCUSDT - bitstamp/BTCUSD,16,0.002371180007107039
324,binance/BTCUSDT - bitstamp/BTCUSD,17,0.0028284628445239255
325,binance/BTCUSDT - bitstamp/BTCUSD,18,-0.009693687359625084
326,binance/BTCUSDT - bitstamp/BTCUSD,19,-0.018162391126539574
327,binance/BTCUSDT - bitstamp/BTCUSD,20,0.0004440820514256386
328,binance/BTCUSDT - ftx/BTC-PERP,-20,0.005361746546983098
329,binance/BTCUSDT - ftx/BTC-PERP,-19,-0.009029111154981158
330,binance/BTCUSDT - ftx/BTC-PERP,-18,-0.004476407178520815
331,binance/BTCUSDT - ftx/BTC-PERP,-17,0.004652741788577068
332,binance/BTCUSDT - ftx/BTC-PERP,-16,0.011217749798291845
333,binance/BTCUSDT - ftx/BTC-PERP,-15,0.02429742207720424
334,binance/BTCUSDT - ftx/BTC-PERP,-14,-0.013115076716382403
335,binance/BTCUSDT - ftx/BTC-PERP,-13,-0.025697265964919024
336,binance/BTCUSDT - ftx/BTC-PERP,-12,0.018382531072266693
337,binance/BTCUSDT - ftx/BTC-PERP,-11,0.004948487251895701
338,binance/BTCUSDT - ftx/BTC-PERP,-10,-0.00409243069713845
339,binance/BTCUSDT - ftx/BTC-PERP,-9,-0.03098571181385552
340,binance/BTCUSDT - ftx/BTC-PERP,-8,-0.029008469923135737
341,binance/BTCUSDT - ftx/BTC-PERP,-7,0.010437425421007935
